Entity,Year,Retail,Out-of-home,Households,Total per capita food waste,Retail %,Out-of-home %,Households %
Least Developed Countries (LDCs),2022,12.67,32.24,91.47,136.38,9.29021850711248,23.639829887080218,67.0699516058073
Lebanon,2019,18.54,32.78,124.09,175.41,10.569522832221653,18.68764608631207,70.74283108146628
Lebanon,2022,25.78,29.62,127.84,183.24,14.068980571927527,16.16459288364986,69.76642654442261
Lesotho,2019,14.93,26.4,95.1,136.43,10.943340907425052,19.350582716411342,69.7060763761636
Lesotho,2022,9.7,31.19,89.29,130.18,7.451221385773543,23.95913350745122,68.58964510677524
Liberia,2019,15.49,27.38,101.71,144.57999999999998,10.713791672430489,18.937612394522066,70.34859593304745
Liberia,2022,9.67,31.12,91.95,132.74,7.284917884586409,23.444327256290492,69.2707548591231
Libya,2019,16.14,28.53,78.12,122.79,13.144392865868557,23.234791106767652,63.620816027363794
Libya,2022,21.04,30.69,84.1,135.82999999999998,15.489950673636162,22.594419494956934,61.9156298314069
Liechtenstein,2019,12.65,25.25,70.78,108.68,11.639676113360323,23.233345601766654,65.12697828487302
Liechtenstein,2022,12.46,19.1,82.27,113.83,10.946147764209787,16.779407888957216,72.274444346833
Lithuania,2019,12.41,24.77,73.79,110.97,11.183202667387583,22.32134811210237,66.49544922051005
Lithuania,2020,9.69,1.59,85.66,96.94,9.99587373633175,1.6401898081287396,88.3639364555395
Lithuania,2021,12.18,1.67,86.69,100.54,12.114581261189574,1.6610304356475032,86.22438830316291
Lithuania,2022,10.0,2.0,86.0,98.0,10.204081632653061,2.0408163265306123,87.75510204081633
Luxembourg,2019,7.15,20.76,88.63,116.54,6.135232538184314,17.813626222756135,76.05114123905953
Luxembourg,2020,13.52,13.86,90.8,118.18,11.440176002707734,11.727872736503638,76.83195126078863
Luxembourg,2021,13.86,14.81,73.09,101.76,13.620283018867923,14.553852201257861,71.82586477987421
Luxembourg,2022,14.05,14.05,91.34,119.44,11.763228399196251,11.763228399196251,76.47354320160751
Macao,2019,12.36,24.67,68.9,105.93,11.668082696120079,23.288964410459737,65.04295289342018
Macao,2022,13.84,24.88,76.26,114.98,12.03687597843103,21.638545834058096,66.32457818751088
Madagascar,2019,15.32,27.08,100.59,142.99,10.714035946569691,18.938387299811176,70.34757675361914
Madagascar,2022,9.68,31.14,91.99,132.81,7.288607785558317,23.447029591145245,69.26436262329644
Malawi,2019,15.44,27.3,101.4,144.14,10.711807964478979,18.93991952268628,70.34827251283475
Malawi,2022,9.68,31.14,92.02,132.84,7.286961758506473,23.441734417344172,69.27130382414934
Malaysia,2019,76.76,87.23,89.06,253.05,30.33392610156096,34.47144833036949,35.19462556806955
Malaysia,2022,78.82,49.53,81.17,209.52,37.61932035127911,23.639747995418098,38.74093165330279
Maldives,2019,16.46,29.1,74.7,120.26,13.687011475137204,24.19757192749044,62.115416597372366
Maldives,2022,20.89,33.59,205.96,260.44,8.021041314698204,12.897404392566427,79.08155429273538
Mali,2019,14.95,26.43,98.15,139.53,10.714541675625313,18.94216297570415,70.34329534867054
Mali,2022,9.68,31.13,91.98,132.79000000000002,7.289705550116725,23.443030348670828,69.26726410121243
Malta,2019,11.2,22.36,112.8,146.36,7.6523640338890395,15.277398196228475,77.07023776988248
Malta,2020,7.59,44.66,91.65,143.9,5.27449617790132,31.035441278665736,63.690062543432944
Malta,2022,7.95,44.72,91.43,144.10000000000002,5.517002081887577,31.03400416377515,63.44899375433726
Marshall Islands,2019,20.56,36.35,99.53,156.44,13.14241881871644,23.235745333674256,63.62183584760931
Marshall Islands,2022,20.25,29.54,60.78,110.57,18.314190105815324,26.71610744324862,54.96970245093606
Martinique,2022,14.5,22.97,95.23,132.7,10.926902788244162,17.309721175584023,71.76337603617182
Mauritania,2019,16.15,28.54,102.81,147.5,10.94915254237288,19.34915254237288,69.70169491525424
Mauritania,2022,9.69,31.16,89.2,130.05,7.450980392156861,23.960015378700497,68.58900422914263
Mauritius,2019,12.55,25.05,91.51,129.11,9.720393462938578,19.402060258694135,70.87754627836728
Mauritius,2022,15.37,30.93,90.35,136.64999999999998,11.247713135748263,22.634467618002198,66.11781924624955
Mayotte,2022,14.57,23.09,93.64,131.3,11.096725057121096,17.585681645087583,71.31759329779132
Mexico,2019,87.94,28.2,95.77,211.91,41.49874946911425,13.307536218205843,45.19371431267991
Mexico,2022,45.48,64.39,104.85,214.72,21.18107302533532,29.987891207153506,48.831035767511175
Mexico,2018,14.727992565055764,88.7,88.7,192.12799256505576,7.665719278292451,46.16714036085378,46.16714036085378
Micronesia (country),2019,15.98,28.25,92.99,137.22,11.645532721177672,20.587377933245882,67.76708934557645
Micronesia (country),2022,9.32,30.0,36.83,76.15,12.239001969796453,39.395929087327644,48.3650689428759
Moldova,2019,20.34,35.95,98.86,155.15,13.109893651305187,23.171124718014827,63.718981630679984
Moldova,2022,13.57,17.2,70.6,101.37,13.386603531616847,16.967544638453187,69.64585182992995
Monaco,2019,13.49,26.93,75.48,115.9,11.639344262295081,23.235547886108712,65.12510785159621
Monaco,2022,13.44,20.59,88.72,122.75,10.94908350305499,16.773930753564155,72.27698574338085
Mongolia,2019,15.61,27.59,77.39,120.59,12.94468861431296,22.87917737789203,64.176134007795
Mongolia,2022,12.01,30.0,17.76,59.77,20.093692487870168,50.192404216161954,29.71390329596788
Montenegro,2019,15.58,27.54,82.47,125.59,12.405446293494704,21.928497491838524,65.66605621466677
Montenegro,2022,14.78,24.65,86.19,125.62,11.765642413628402,19.62267154911638,68.61168603725521
Montserrat,2022,0.0,0.0,0.0,0.0,,,
Morocco,2019,15.71,27.78,91.44,134.93,11.643074186615282,20.588453272067,67.76847254131772
Morocco,2022,9.68,31.14,112.65,153.47,6.3074216459242844,20.29061054277709,73.40196781129863
Mozambique,2019,15.68,27.72,102.97,146.37,10.712577714012433,18.938307030129124,70.34911525585844
Mozambique,2022,9.68,31.14,92.0,132.82,7.288059027254931,23.445264267429604,69.26667670531546
Myanmar,2019,15.94,28.17,87.97,132.07999999999998,12.068443367655968,21.32798304058147,66.60357359176258
Myanmar,2022,44.25,40.33,77.93,162.51,27.229093594240357,24.816934342502,47.95397206325765
Namibia,2019,15.95,28.19,93.74,137.88,11.56803017116333,20.445314766463593,67.98665506237307
Namibia,2022,15.38,30.95,90.42,136.75,11.246800731261427,22.63254113345521,66.12065813528336
Nauru,2019,11.4,22.76,70.05,104.21,10.939449189137319,21.84051434603205,67.22003646483063
Nauru,2022,10.38,16.25,47.24,73.87,14.051712467848922,21.99810477866522,63.95018275348585
Nepal,2019,15.52,27.43,78.02,120.97,12.829627180292636,22.67504339918988,64.49532942051748
Nepal,2022,9.68,32.49,92.7,134.87,7.177281826944465,24.089864313783643,68.7328538592719
Netherlands,2019,10.83,25.18,49.23,85.24,12.705302674800564,29.54012200844674,57.7545753167527
Netherlands,2020,12.03,4.76,58.72,75.50999999999999,15.931664680174812,6.303800821083301,77.7645344987419
Netherlands,2021,11.99,4.74,48.43,65.16,18.40085942295887,7.274401473296502,74.32473910374463
Netherlands,2022,12.0,5.0,58.99,75.99000000000001,15.791551519936831,6.579813133307014,77.62863534675614
New Caledonia,2019,12.7,25.34,77.98,116.02,10.946388553697638,21.841061885881746,67.21254956042063
New Caledonia,2022,13.15,20.59,86.96,120.7,10.894780447390223,17.058823529411764,72.046396023198
New Zealand,2019,3.01,24.66,58.84,86.51,3.479366547219974,28.505375101144377,68.01525835163564
New Zealand,2022,3.12,39.45,61.06,103.63,3.0107111840200718,38.068126990253795,58.921161825726145
Nicaragua,2019,15.36,27.16,78.66,121.18,12.675358970127082,22.41293942894867,64.91170160092425
Nicaragua,2022,13.33,47.78,90.17,151.28,8.811475409836065,31.58381808566896,59.60470650449498
Niger,2019,15.55,27.49,102.11,145.15,10.713055459869102,18.939028591112642,70.34791594901826
Niger,2022,9.68,31.14,92.01,132.83,7.287510351577203,23.44349920951592,69.26899043890687
Nigeria,2019,15.46,27.33,186.62,229.41,6.739026197637418,11.913168562835098,81.34780523952749
Nigeria,2022,9.68,31.14,113.44,154.26,6.275119927395306,20.18669778296383,73.53818228964087
Niue,2022,0.0,0.0,0.0,0.0,,,
North Korea,2019,15.59,27.55,80.39,123.53,12.620416093256697,22.302274751072616,65.07730915567068
North Korea,2022,12.0,29.98,80.74,122.72,9.778357235984354,24.42959582790091,65.79204693611473
North Macedonia,2019,15.41,27.25,81.58,124.24,12.403412749517065,21.933354797166775,65.66323245331617
North Macedonia,2022,14.69,24.5,85.65,124.84,11.767061839154117,19.62512015379686,68.60781800704902
Northern Africa (UN),2019,15.6,27.0,91.47,134.07,11.635712687402105,20.13873349742672,68.22555381517118
Northern Africa (UN),2022,9.99,31.11,136.76,177.86,5.616777240526257,17.49128528055774,76.89193747891599
Northern Africa and Western Asia (UN SDG),2019,16.34,26.7,96.72,139.76,11.691471093302805,19.104178591871783,69.20435031482542
Northern Africa and Western Asia (UN SDG),2022,20.06,29.67,124.68,174.41000000000005,11.50163408061464,17.01163924086921,71.48672667851612
Northern America (UN),2019,15.36,58.86,60.85,135.07,11.371881246760939,43.57740430887688,45.050714444362185
Northern America (UN),2022,13.69,74.32,73.62,161.63,8.469962259481532,45.98156282868279,45.548474911835676
Northern Mariana Islands,2019,14.7,29.34,90.28,134.32,10.944014294222752,21.843359142346635,67.21262656343062
Northern Mariana Islands,2022,13.27,20.77,60.39,94.43,14.052737477496557,21.995128666737262,63.95213385576617
Norway,2019,13.85,4.99,79.25,98.09,14.119686002650624,5.08716484860842,80.79314914874095
Norway,2020,11.39,18.13,78.05,107.57,10.588454029933999,16.854141489262805,72.5574044808032
Norway,2021,12.81,17.5,75.39,105.7,12.119205298013245,16.556291390728475,71.32450331125828
Norway,2022,10.99,17.99,77.94,106.92,10.278713056490835,16.825664047886267,72.89562289562289
Oceania (UN SDG),2019,10.45,23.15,93.21,126.81,8.240675025628894,18.255658071130036,73.50366690324105
Oceania (UN SDG),2022,15.79,47.62,90.06,153.47,10.288655763341369,31.028865576334137,58.6824786603245
Oman,2019,13.85,27.64,102.18,143.67000000000002,9.640147560381427,19.238532748660123,71.12131969095844
Oman,2022,27.54,24.37,98.64,150.55,18.2929259382265,16.187313184988376,65.51976087678511
Pakistan,2019,15.17,26.82,71.42,113.41,13.376245480998147,23.64870822678776,62.975046292214095
Pakistan,2022,9.68,32.48,130.41,172.57,5.609317957930116,18.82134785883989,75.56933418323
Palau,2019,12.87,25.69,79.06,117.62,10.94201666383268,21.841523550416596,67.21645978575073
Palau,2022,23.31,34.01,69.96,127.28,18.313953488372093,26.720615964802008,54.965430546825885
Palestine,2019,15.87,28.05,102.16,146.07999999999998,10.863910186199345,19.201807228915666,69.934282584885
Palestine,2022,31.46,29.4,101.88,162.74,19.33144893695465,18.065626152144524,62.60292491090082
Panama,2019,12.85,25.65,74.16,112.66,11.406000355050596,22.76761938576247,65.82638025918693
Panama,2022,15.06,42.5,101.02,158.57999999999998,9.496783957623913,26.80035313406483,63.70286290831126
Papua New Guinea,2019,14.38,25.43,83.71,123.52,11.641839378238343,20.587759067357513,67.77040155440415
Papua New Guinea,2022,9.68,31.13,89.05,129.86,7.454181426151239,23.97196981364546,68.57384876020328
Paraguay,2019,16.87,29.83,78.14,124.84,13.513297020185838,23.894585068888176,62.59211791092598
Paraguay,2022,19.0,47.54,91.33,157.87,12.035218850953315,30.113384430227402,57.85139671881928
Peru,2019,15.49,27.38,71.74,114.61,13.515400052351453,23.88971293953407,62.594887008114476
Peru,2022,19.01,47.55,87.63,154.19,12.32894480835333,30.838575783124718,56.832479408521955
Philippines,2019,15.32,27.08,84.57,126.97,12.065842324958652,21.32787272584075,66.60628494920059
Philippines,2022,44.25,40.33,25.57,110.15,40.17249205628688,36.61370857921016,23.21379936450295
Poland,2019,12.61,25.17,55.06,92.84,13.582507539853511,27.111158983196898,59.30633347694959
Poland,2020,8.34,4.95,59.23,72.52,11.500275785990071,6.825703254274683,81.67402095973524
Poland,2021,9.02,4.87,60.06,73.95,12.197430696416497,6.58553076402975,81.21703853955376
Poland,2022,8.0,5.0,60.0,73.0,10.95890410958904,6.8493150684931505,82.1917808219178
Portugal,2019,12.73,25.41,83.75,121.89,10.443842809090164,20.846665025842974,68.70949216506686
Portugal,2020,20.8,15.67,123.67,160.14,12.98863494442363,9.785187960534532,77.22617709504185
Portugal,2021,21.85,15.83,124.92,162.6,13.43788437884379,9.735547355473555,76.82656826568265
Portugal,2022,21.0,23.0,123.99,167.99,12.500744091910232,13.691291148282636,73.80796475980712
Puerto Rico,2019,11.41,22.78,65.85,100.04,11.405437824870052,22.770891643342665,65.82367053178727
Puerto Rico,2022,15.05,42.46,87.96,145.47,10.34577576132536,29.188148759194338,60.466075479480295
Qatar,2019,12.92,25.8,95.37,134.09,9.635319561488553,19.24080841226042,71.12387202625102
Qatar,2022,27.57,24.39,93.07,145.03,19.009860028959523,16.817210232365717,64.17292973867475
Reunion,2022,14.34,22.72,92.15,129.21,11.098212212677035,17.583778345329307,71.31800944199365
Romania,2019,12.71,25.36,69.3,107.37,11.837571016112507,23.61926050107106,64.54316848281643
Romania,2022,9.63,12.16,67.35,89.13999999999999,10.803230872784386,13.641462867399598,75.55530625981602
Russia,2019,13.73,27.67,33.41,74.81,18.353161342066567,36.987033819008154,44.65980483892527
Russia,2022,13.72,8.43,33.37,55.52,24.711815561959654,15.183717579250718,60.10446685878962
Rwanda,2019,15.39,27.2,161.7,204.29,7.533408390033776,13.314405991482698,79.15218561848353
Rwanda,2022,9.68,31.14,140.65,181.47,5.334215021766683,17.159861134071747,77.50592384416157
Saint Barthlemy,2022,13.13,20.81,86.24,120.18,10.925278748543851,17.3156931269762,71.75902812447994
Saint Helena,2022,26.79,42.46,172.19,241.44,11.095924453280318,17.586149768058316,71.31792577866136
Saint Kitts and Nevis,2019,14.18,28.3,81.8,124.28,11.409719987125845,22.771161892500803,65.81911812037335
Saint Kitts and Nevis,2022,15.8,44.58,92.35,152.73,10.345053362142345,29.188764486348457,60.466182151509194
Saint Lucia,2019,16.01,28.3,74.14,118.45,13.516251582946392,23.89193752638244,62.59181089067118
Saint Lucia,2022,19.02,47.58,91.41,158.01,12.03721283463072,30.112018226694516,57.85076893867477
Saint Martin (French part),2019,14.7,29.34,84.81,128.85,11.40861466821886,22.770663562281722,65.82072176949943
Saint Martin (French part),2022,14.21,40.1,83.06,137.37,10.344325544150834,29.19123534978525,60.464439106063914
Saint Pierre and Miquelon,2022,24.56,38.93,129.31,192.8,12.738589211618256,20.191908713692943,67.06950207468878
Saint Vincent and the Grenadines,2019,16.49,29.14,76.35,121.98,13.51860960813248,23.889162157730777,62.59222823413674
Saint Vincent and the Grenadines,2022,18.28,45.74,87.87,151.89,12.035025347290805,30.11389821581408,57.851076436895134
Samoa,2019,14.55,25.72,70.42,110.69,13.144818863492638,23.236064685156745,63.61911645135062
Samoa,2022,9.57,30.8,84.8,125.17,7.645601981305425,24.606535112247343,67.74786290644724
San Marino,2019,12.71,25.36,83.59,121.66,10.447147788919942,20.844977807003122,68.70787440407695
San Marino,2022,9.6,17.36,73.51,100.47,9.55509107196178,17.27878968846422,73.16611923957402
Sao Tome and Principe,2019,15.68,27.71,99.82,143.20999999999998,10.948956078486141,19.34920745757978,69.70183646393409
Sao Tome and Principe,2022,9.79,31.5,90.15,131.44,7.448265368228848,23.965307364576994,68.58642726719417
Saudi Arabia,2019,18.8,24.46,100.32,143.57999999999998,13.09374564702605,17.03579885777964,69.87045549519432
Saudi Arabia,2022,19.65,24.35,104.88,148.88,13.198549167114454,16.355454056958628,70.44599677592693
Senegal,2019,15.93,28.16,101.43,145.52,10.946948873007145,19.351291918636612,69.70175920835624
Senegal,2022,9.68,31.14,76.72,117.54,8.235494299812828,26.493108728943337,65.27139697124382
Serbia,2019,18.54,7.11,98.12,123.77,14.979397269128222,5.74452613718995,79.27607659368184
Serbia,2022,3.11,11.62,108.08,122.81,2.5323670710854165,9.46177021415194,88.00586271476264
Seychelles,2019,11.99,23.94,87.46,123.39,9.717156981927223,19.40189642596645,70.88094659210633
Seychelles,2022,11.72,26.56,187.54,225.82,5.189974315826765,11.761580019484546,83.04844566468869
Sierra Leone,2019,15.19,26.85,99.71,141.75,10.716049382716049,18.941798941798943,70.34215167548501
Sierra Leone,2022,9.68,31.15,92.04,132.87,7.285316474749755,23.443967788063517,69.27071573718673
Singapore,2019,12.68,25.3,79.33,117.31,10.808967692438836,21.56678885005541,67.62424345750576
Singapore,2022,46.02,35.08,68.47,149.57,30.768202179581472,23.453901183392393,45.777896637026146
Sint Maarten (Dutch part),2019,12.64,25.23,72.92,110.79,11.408971928874447,22.772813430815056,65.81821464031049
Sint Maarten (Dutch part),2022,13.64,38.47,79.7,131.81,10.348228510735149,29.18594947272589,60.465822016538965
Slovakia,2019,12.82,25.58,69.91,108.31,11.836395531345213,23.61739451574185,64.54620995291293
Slovakia,2020,2.9,1.3,65.36,69.56,4.1690626797009775,1.868890166762507,93.9620471535365
Slovakia,2021,3.24,1.65,66.47,71.36,4.540358744394619,2.312219730941704,93.14742152466367
Slovakia,2022,3.0,1.0,64.96,68.96,4.3503480278422275,1.4501160092807426,94.19953596287704
Slovenia,2019,6.58,19.76,33.65,59.99,10.968494749124853,32.93882313718953,56.09268211368561
Slovenia,2020,7.22,20.15,35.31,62.68,11.518825781748564,32.147415443522654,56.33375877472878
Slovenia,2021,6.83,18.84,35.56,61.23,11.154662747019435,30.76923076923077,58.076106483749804
Slovenia,2022,7.0,20.0,36.0,63.0,11.11111111111111,31.746031746031743,57.14285714285714
Small Island Developing States (SIDS),2019,14.48,25.74,76.65,116.87,12.389834859245315,22.024471635150164,65.58569350560452
Small Island Developing States (SIDS),2022,17.68,39.9,95.51,153.09,11.548762166046115,26.06310013717421,62.38813769677968
Solomon Islands,2019,15.52,27.44,90.32,133.28,11.644657863145259,20.58823529411765,67.76710684273709
Solomon Islands,2022,9.62,30.95,43.14,83.71000000000001,11.492055907299006,36.97288257078007,51.53506152192091
Somalia,2019,15.11,26.72,99.23,141.06,10.71175386360414,18.94229405926556,70.3459520771303
Somalia,2022,9.68,31.14,92.01,132.83,7.287510351577203,23.44349920951592,69.26899043890687
South Africa,2019,15.77,27.87,40.1,83.74000000000001,18.83209935514688,33.28158586099833,47.886314783854786
South Africa,2022,15.36,30.92,47.08,93.36,16.452442159383033,33.119108826049704,50.42844901456726
South Korea,2019,12.67,25.28,70.61,108.56,11.670965364775238,23.286661753868827,65.04237288135593
South Korea,2022,13.74,24.71,94.97,133.42000000000002,10.298306101034328,18.520461699895066,71.18123219907059
South Sudan,2019,16.56,29.27,108.73,154.56,10.714285714285714,18.93762939958592,70.34808488612838
South Sudan,2022,9.68,31.13,91.97,132.78,7.290254556409098,23.44479590299744,69.26494954059346
Spain,2019,12.7,25.36,76.68,114.74,11.068502701760503,22.102143977688687,66.82935332055082
Spain,2020,7.35,4.5,30.29,42.14,17.441860465116278,10.678690080683435,71.87944945420028
Spain,2022,7.0,4.0,60.88,71.88,9.738452977184195,5.564830272676684,84.69671675013913
Sri Lanka,2019,15.4,27.23,74.72,117.35,13.12313591819344,23.2040903280784,63.672773753728166
Sri Lanka,2022,9.68,32.48,75.86,118.02,8.201999661074394,27.52075919335706,64.27724114556855
Sub-Saharan Africa (UN SDG),2019,15.39,27.42,114.24,157.05,9.79942693409742,17.45940783190067,72.7411652340019
Sub-Saharan Africa (UN SDG),2022,10.07,31.12,91.18,132.37,7.607463926871648,23.509858729319333,68.88267734380902
Sudan,2019,15.49,27.38,96.28,139.15,11.13187208048868,19.676607977003233,69.19151994250808
Sudan,2022,9.68,31.13,115.51,156.32,6.1924257932446265,19.914278403275333,73.89329580348006
Suriname,2019,15.15,26.78,70.15,112.08,13.51713062098501,23.89364739471806,62.58922198429694
Suriname,2022,19.07,47.7,91.63,158.4,12.039141414141413,30.113636363636363,57.847222222222214
Sweden,2019,9.77,20.04,79.17,108.98,8.964947696825105,18.388695173426314,72.64635712974858
Sweden,2020,11.28,9.45,61.24,81.97,13.761132121507869,11.52860802732707,74.71025985116506
Sweden,2021,10.32,9.36,59.14,78.82,13.093123572697287,11.875158589190562,75.03171783811217
Sweden,2022,9.0,9.0,61.0,79.0,11.39240506329114,11.39240506329114,77.21518987341773
Switzerland,2019,12.83,40.07,71.81,124.71,10.287867853419936,32.13054285943389,57.58158928714619
Switzerland,2022,17.5,30.75,119.2,167.45,10.450880859958197,18.363690653926547,71.18542848611527
Syria,2019,13.28,23.48,88.16,124.92,10.6308037143772,18.796029458853667,70.57316682676912
Syria,2022,25.79,29.63,171.66,227.08,11.357230931830191,13.048264928659503,75.59450413951029
Tajikistan,2019,15.61,27.6,97.06,140.27,11.128537819918726,19.676338490054892,69.19512369002638
Tajikistan,2022,9.68,31.13,85.69,126.5,7.652173913043478,24.60869565217391,67.7391304347826
Tanzania,2019,15.15,26.79,115.37,157.31,9.63066556480834,17.030068018562076,73.33926641662958
Tanzania,2022,9.68,31.14,152.07,192.89,5.018404271864794,16.14391622168075,78.83767950645446
Thailand,2019,15.27,27.0,76.83,119.1,12.821158690176324,22.670025188916878,64.5088161209068
Thailand,2022,49.93,40.12,86.2,176.25,28.329078014184393,22.763120567375886,48.90780141843972
Togo,2019,15.34,27.11,100.69,143.14,10.716780774067347,18.939499790414978,70.34371943551768
Togo,2022,9.68,31.14,92.01,132.83,7.287510351577203,23.44349920951592,69.26899043890687
Tokelau,2022,0.0,0.0,0.0,0.0,,,
Tonga,2019,15.57,27.53,75.39,118.49,13.14034939657355,23.23402818803275,63.625622415393714
Tonga,2022,21.66,31.6,90.68,143.94,15.04793664026678,21.953591774350425,62.99847158538281
Trinidad and Tobago,2019,11.76,23.47,67.84,103.07,11.40972154846221,22.770932376055107,65.81934607548268
Trinidad and Tobago,2022,15.05,42.46,87.96,145.47,10.34577576132536,29.188148759194338,60.466075479480295
Tunisia,2019,15.18,26.83,88.34,130.35,11.645569620253164,20.583045646336785,67.77138473341006
Tunisia,2022,9.68,31.15,171.72,212.55,4.554222535873912,14.65537520583392,80.79040225829216
Turkey,2019,15.63,27.63,92.99,136.25,11.471559633027525,20.278899082568806,68.24954128440368
Turkey,2022,31.46,29.4,101.88,162.74,19.33144893695465,18.065626152144524,62.60292491090082
Turkmenistan,2019,15.09,26.68,73.05,114.82,13.142309702142486,23.236369970388434,63.621320327469085
Turkmenistan,2022,21.04,30.7,88.08,139.82,15.047918752682019,21.95680160205979,62.995279645258194
Turks and Caicos Islands,2019,11.36,22.67,65.55,99.58,11.407913235589476,22.765615585458928,65.82647117895159
Turks and Caicos Islands,2022,16.47,46.49,96.3,159.26,10.341579806605552,29.19125957553686,60.467160617857594
Tuvalu,2019,16.56,29.27,80.16,125.99,13.143900309548377,23.23200253988412,63.62409715056751
Tuvalu,2022,18.6,27.14,77.88,123.62,15.046109043844039,21.954376314512213,62.99951464164374
Uganda,2019,16.12,28.5,105.85,150.47,10.713098956602646,18.940652621785073,70.34624842161227
Uganda,2022,9.68,31.14,110.25,151.07,6.407625604024625,20.612960879062687,72.9794135169127
Ukraine,2019,15.56,27.51,75.66,118.73,13.105365114124485,23.170218142002863,63.724416743872645
Ukraine,2022,7.9,17.44,69.47,94.81,8.332454382449109,18.39468410505221,73.27286151249868
United Arab Emirates,2019,13.59,27.12,100.27,140.98,9.639665200737694,19.23677117321606,71.12356362604625
United Arab Emirates,2022,27.51,24.34,98.55,150.4,18.29122340425532,16.18351063829787,65.5252659574468
United Kingdom,2019,4.25,16.69,77.87,98.81,4.301184090679081,16.891002934925616,78.8078129743953
United Kingdom,2022,3.5,16.2,75.5,95.2,3.6764705882352944,17.016806722689072,79.30672268907563
United States,2019,17.09,66.31,71.94,155.34,11.001673747907814,42.687009141238576,46.31131711085361
United States,2022,11.86,73.72,73.06,158.64,7.476046394351993,46.469994957135654,46.05395864851236
United States Virgin Islands,2019,13.29,26.53,76.69,116.51,11.406746202042742,22.77057763282122,65.82267616513604
United States Virgin Islands,2022,15.14,42.72,88.5,146.36,10.344356381525007,29.18830281497677,60.46734080349822
Uruguay,2019,12.94,25.82,74.64,113.4,11.410934744268078,22.7689594356261,65.82010582010581
Uruguay,2022,15.05,42.46,87.95,145.46,10.346487006737247,29.190155369173652,60.4633576240891
Uzbekistan,2019,15.64,27.65,91.03,134.32,11.643835616438357,20.585169743895175,67.77099463966647
Uzbekistan,2022,9.68,31.14,85.72,126.54,7.64975501817607,24.608819345661452,67.74142563616248
Vanuatu,2019,15.41,27.24,89.67,132.32,11.646009673518744,20.58645707376058,67.76753325272068
Vanuatu,2022,9.77,31.45,142.89,184.11,5.306610178697517,17.082179132040626,77.61121068926184
Vatican,2022,0.0,0.0,0.0,0.0,,,
Venezuela,2019,15.39,27.21,71.29,113.89,13.513038897181492,23.891474229519712,62.5954868732988
Venezuela,2022,14.4,22.82,92.82,130.04,11.073515841279608,17.5484466318056,71.3780375269148
Vietnam,2019,15.75,27.85,76.71,120.31,13.09118111545175,23.148532956528967,63.76028592801928
Vietnam,2022,44.25,40.34,72.11,156.7,28.238672622846206,25.743458838544996,46.01786853860881
Wallis and Futuna,2022,12.44,19.72,74.49,106.65,11.664322550398499,18.490389123300513,69.84528832630097
Western Sahara,2022,14.5,22.98,140.55,178.03000000000003,8.14469471437398,12.907936864573385,78.94736842105262
World,2019,15.32,31.39,73.77,120.48,12.715803452855246,26.054116865869855,61.230079681274894
World,2022,16.45,36.34,79.12,131.91000000000005,12.470623910241827,27.54908649837009,59.98028959138805
Yemen,2019,14.46,25.56,95.95,135.97,10.634698830624403,18.79826432301243,70.56703684636318
Yemen,2022,25.78,29.62,103.57,158.97,16.216896269736427,18.6324463735296,65.15065735673397
Zambia,2019,15.2,26.87,75.72,117.79,12.904321249681635,22.811783682825368,64.28389506749299
Zambia,2022,9.68,31.14,77.93,118.75,8.15157894736842,26.223157894736843,65.62526315789474
Zimbabwe,2019,14.92,26.37,94.99,136.28,10.948048136190197,19.349867918990316,69.70208394481948
Zimbabwe,2022,8.39,31.14,48.48,88.00999999999999,9.533007612771277,35.38234291557778,55.08464947165095
